,num_samples,pi_value,elapsed_time
0,10000,3.1188,0.012434366042725742
1,100000,3.14096,0.11932532500941306
2,1000000,3.142304,1.2090845960192382
3,10000000,3.1416472,11.857896745903417
4,100000000,3.14171308,121.03597999701742
